paras,rewards
[ 7  3 16  4  7  0],0.758351401208544
[ 5  6  5 18  2  1],0.7382793097078811
[ 1  4  1 16  1  0],0.7175701461415747
[ 5  2 14  2  5  0],0.7458573172858887
[ 9  3 20 16  0  1],0.7268558697130125
[ 3  9 10 13  6  0],0.6895645467074039
[3 7 8 2 8 1],0.8062816634245206
[7 5 5 0 8 1],0.8434247005675577
[ 1  9 12 19  0  0],0.6742223170794599
[ 1  7 12 19  8  0],0.630991630991631
[8 0 4 0 8 1],0.26988684131541274
[ 0  5 17  3  6  1],0.8008550865693722
[6 7 4 1 7 0],0.8712811569954426
[ 3  3 11  4  6  1],0.7972092972092972
[ 6  7 16 20  7  0],0.6351357779929209
[ 4  2  2 11  0  1],0.7399250970679543
[11  6 14  6  6  0],0.7631403345689061
[ 2  6 13  5  7  1],0.7913560056417199
[ 7  2 19 12  3  1],0.7333556619270905
[ 5  9 15  6  8  0],0.750137321565893
[6 1 6 5 1 0],0.7049982764268479
[ 9  3 17 13  3  1],0.753566039280325
[ 0  2 17  1  8  1],0.6873032587318302
[11  0  6  9  1  1],0.5837896552182267
[ 5  9 11  3  5  1],0.8324251181394038
[ 8  0  5 10  4  1],0.43774329488615205
[ 5  1 20  9  7  0],0.6019971734257448
[11  3  7  1  5  0],0.827640613354899
[ 0  8  2 20  7  0],0.6294240579954866
[ 9  9  8 16  0  1],0.73292666149809
[ 1  5 16 11  0  1],0.761572047286333
[ 2  4 14  3  1  1],0.839210910639482
[4 7 2 6 2 0],0.7963528677814392
[10  9  3  5  5  0],0.7939274367845797
[ 7  4 19 18  1  0],0.7125648554219983
[8 6 6 7 2 1],0.8172862458576744
[1 6 1 4 7 1],0.8189951047093904
[ 8  8  4 17  6  0],0.6544947259232974
[11  3  3  8  6  1],0.7650709793566937
[ 6  5  9 15  4  0],0.691642048784906
[ 1  6  4 20  5  0],0.6529899387042244
[ 5  2  0 12  0  1],0.7309987309987309
[2 3 9 8 4 0],0.7470686756401042
[ 1  9  3 15  1  1],0.756992756992757
[3 0 2 5 4 0],0.4523131665988809
[ 5  7  8 14  8  0],0.6679248822105965
[ 0  2 18 13  6  1],0.6837943266514694
[ 9  3 18  8  5  0],0.7424245995674568
[ 6  5  0 11  0  0],0.7284987999273713
[ 1  6 18  3  2  0],0.7893515750658608
[ 3  9  4 11  2  1],0.7809954952812095
[ 4  5  9 13  0  1],0.750210821639393
[11  0  2  3  5  0],0.4357494357494357
[10  1 19 13  3  0],0.6527083669940813
[8 5 0 1 0 0],0.8838550267121695
[10  8  0  2  7  0],0.8567802139230711
[ 1  0  6 12  5  1],0.39152503438217723
[7 4 2 0 8 0],0.8935676078533221
[11  9  7 12  0  1],0.7591400448543306
[10  0 13  7  8  1],0.2604624033195462
[10  0 11 10  5  0],0.43153007438721724
[5 8 0 0 6 1],0.9282837854266426
[ 8  6 14  6  1  1],0.8281401138543996
[11  6 11  1  2  0],0.8404278404278405
[ 8  6 16  4  8  1],0.7515704658561801
[2 7 8 7 2 1],0.8172166029308887
[ 3  6 18 18  4  0],0.6708535279963852
[ 1  0  8 12  2  0],0.5592869878584165
[ 0  0 16  8  6  1],0.36408086408086404
[2 0 3 9 3 0],0.5237931666503095
[ 3  9 11  7  7  1],0.7750677036391322
[11  3 10 12  1  0],0.7405641691355977
[10  7  7  2  3  1],0.8754976612119469
[ 5  4  3 13  3  1],0.7543546829261114
[ 2  4 14  6  2  1],0.8215688215688215
[ 7  7 11  9  2  1],0.7972840829983687
[ 0  5 10 13  7  0],0.682282825139968
[ 3  0  4 14  8  1],0.2739520596663454
[7 1 5 6 7 0],0.6145694717123289
[ 1  0 17  2  4  0],0.4670961099532528
[ 7  9 18 13  0  1],0.7512827512827513
[ 5  0 19 11  8  1],0.2625213339499054
[11  3  3  7  5  1],0.7859995002852146
[8 9 8 2 5 1],0.8573523573523574
[ 8  9 13 16  4  1],0.7244990816419388
[6 9 3 9 6 0],0.7300653729225157
[ 6  3 11 19  2  1],0.7309216594930881
[11  6  8 18  5  0],0.6632816632816634
[2 4 3 9 8 1],0.7107867822153536
[ 3  3 16 12  0  1],0.7529933244218958
[ 6  1  2 15  7  0],0.5903529474958047
[11  6 13  0  3  0],0.8292153292153293
[ 3  1  6 10  6  0],0.6078577507148936
[9 7 2 7 0 1],0.8027848742134457
[10  0 18 11  6  0],0.40296018867447436
[ 2  5 15  2  5  1],0.824498038783753
[ 8  0  4 14  3  1],0.49150327721756293
[ 3  8 20  7  2  0],0.767711624854482
[ 4  9 10 19  4  0],0.6663533092104521
[ 0  9 11 15  4  0],0.6896401896401896
[ 9  0 12  2  3  0],0.5241558098700956
[11  2 11 15  8  0],0.6468522182807896
[ 6  1 16  5  6  1],0.60286703143846
[1 5 4 2 3 1],0.8879950308521737
[9 5 0 9 8 0],0.716777645349074
[10  8 12  2  7  1],0.8176397462111749
[ 3  6 17  3  7  1],0.7881407881407881
[7 9 7 5 1 0],0.812711669854527
[ 6  6  8 12  8  1],0.680790037932895
[ 5  3  1 20  1  1],0.7317074459931603
[11  0 19 10  6  1],0.3760240903098046
[ 4  0 11  0  7  0],0.39674839674839674
[ 2  5 20 10  0  0],0.7320673749245178
[ 1  0 17  0  3  1],0.4882221310792739
[ 2  5 17 10  0  0],0.7339275196418054
[ 1  7  9 17  6  0],0.6582785154213726
[3 6 2 4 2 1],0.8585700014271442
[8 7 3 6 2 1],0.8287869002154716
[ 3  7  9 20  3  0],0.6786366072080358
[ 9  5 12 20  5  0],0.6541382255667969
[ 3  0 14  5  0  0],0.5857257285828714
[ 7  9 20  4  7  1],0.774568060282346
[11  0  1 15  3  0],0.5120937263794407
[10  0  4  1  8  0],0.36904008332579763
[ 3  7 12  5  6  0],0.7793537079251365
[10  1 16 11  7  0],0.6012861727147442
[ 6  9  3 13  2  0],0.7312079454936598
[ 7  4 10 11  5  1],0.7535703249988964
[ 6  5 13  6  7  1],0.7857123571409286
[ 7  7 14  9  7  0],0.7259928688500117
[ 6  4 16 13  8  0],0.6761363904221047
[ 0  0  6 15  0  1],0.5637906352192066
[ 8  0  2 13  3  1],0.4859327002184145
[ 4  2 10 17  2  0],0.6988575560004131
[ 2  0 17  8  4  1],0.4229513515227801
[ 6  4 11 20  5  1],0.6902845474274046
[ 3  4  7 15  2  1],0.7537094679951823
[ 8  2  8 12  6  0],0.6765685337113909
[ 3  7 14 11  3  1],0.7715724858582002
[ 3  2  6 12  6  0],0.6691395262823834
[10  3  4 19  6  0],0.6454917169202883
[ 1  0 16  4  6  0],0.397662754805612
[ 5  9 11  6  7  1],0.7892131463560035
[ 3  5 13 16  7  0],0.6622812337098052
[ 4  8 11 10  0  1],0.7782844925702068
[ 6  0 16  8  1  0],0.5897178754321611
[5 7 0 5 0 1],0.8239270382127525
[10  6 15  7  3  0],0.775855204426633
[ 0  4 14 16  0  0],0.6817178245749674
[ 7  7  6 18  0  0],0.6860045431474002
[ 2  8 15 11  3  1],0.7705666277094848
[ 5  5  0 14  0  0],0.7010012724298438
[10  5  8 15  7  1],0.6943544800687658
[ 8  8 12 20  2  1],0.7322070893499465
[ 9  4  6 13  6  1],0.7228535799964371
[11  0  0 12  3  1],0.48557434271719985
[ 8  9  8 17  3  0],0.6926377640663355
[ 0  7 16 12  2  0],0.7329945901374473
[ 4  5 17  6  0  0],0.773997773997774
[ 3  7  9 20  6  1],0.6729251729251728
[5 8 3 3 1 0],0.8512834227119941
[ 1  8 10  0  7  1],0.8423540566397709
[8 0 0 1 5 1],0.41174255459969744
[10  7  5  4  3  1],0.8520724949296379
[ 3  9  6 10  1  1],0.7919244347815777
[ 5  2 16  8  7  0],0.697428411714126
[ 0  4  2 11  2  1],0.7792134220705649
[ 4  6 10 20  6  0],0.6427052141337856
[ 0  1  8 20  6  0],0.5797870797870798
[ 1  6  3 14  0  0],0.6987199844342702
[11  7 19 11  8  0],0.6917062631348345
[ 0  9 18 11  0  1],0.7573511144939716
[ 2  0 10 20  8  0],0.3690505119076548
[ 8  7 12 14  2  1],0.7600641172069744
[7 8 7 7 7 1],0.7764257764257765
[11  5  2 13  3  0],0.7166347880633595
[3 4 0 0 7 0],0.9115673401387687
[ 2  0 13  1  8  0],0.35760050045764336
[ 3  7 19  4  3  0],0.77706884849742
[ 8  3  1 16  4  0],0.6829978258549687
[ 5  5 16 10  6  1],0.751997751997752
[ 3  9 17  3  6  1],0.8006388720674436
[0 8 2 4 5 0],0.810567096281382
[ 3  7  8 20  2  1],0.727849156420585
[ 2  9 20 11  8  1],0.6874249731392589
[ 0  6  8 14  4  0],0.6897819040676183
[ 3  6  1 13  6  0],0.6902066187780473
[10  4  3  0  3  1],0.9122115550686979
[ 3  3 12 18  1  0],0.7118507118507118
[ 0  4 11 12  2  0],0.7329997329997331
[0 4 6 0 2 1],0.8911408911408911
[ 9  7  6 19  7  0],0.6387063529920673
[11  4 19 16  2  0],0.7126392126392126
[ 4  6 14  6  8  0],0.7537812537812538
[ 5  0 12 18  1  1],0.5824250109964395
[6 7 4 7 1 0],0.7869264297835726
[ 0  6 17 16  3  1],0.7367812367812367
[1 6 5 2 1 0],0.8687112972827258
[ 8  9 18 13  1  1],0.7710656996371281
[2 4 4 6 6 1],0.7962843677129392
[11  9  9 12  4  1],0.7541441827156112
[10  9  2 13  1  1],0.7709224137795566
[ 9  3 11  3  3  1],0.8269996841425413
[6 1 4 7 8 1],0.5457823314966173
[ 7  0  8 16  8  0],0.36331350617064906
[7 8 9 7 7 0],0.7514257514257514
[ 9  0  9 14  3  1],0.49235656378513526
[11  4 20 16  5  1],0.7154986440700726
[ 8  7  4 20  6  1],0.6717841717841717
[ 0  8 14 18  8  0],0.629274772131915
[ 0  1 20  8  4  0],0.6369257083542799
[8 0 6 9 3 1],0.4874931303502732
[ 6  7 18 13  5  1],0.7375681661395947
[ 6  7 12  5  8  1],0.757997186568615
[ 9  5 17  0  2  1],0.8461432747147033
[10  7 20  6  4  1],0.7905682191396477
[ 8  3  6 16  2  0],0.7102119244976388
[ 8  8  7 17  5  0],0.6675683818540961
[ 7  3 20 13  0  0],0.7094282808568523
[3 5 4 3 2 1],0.8752824467110182
[ 5  7  1 20  3  1],0.71292464149607
[ 1  8 15 17  3  0],0.6859286145000432
[10  9 17  6  7  0],0.7515686087114659
[ 4  1  0 14  2  1],0.6755662469948185
[ 3  8 19 11  1  0],0.7484958199243914
[ 4  3 10  8  6  0],0.7369259512116655
[ 9  5  3 12  6  0],0.6989244846387703
[2 5 0 5 6 1],0.8102829531400959
[ 2  2 17 11  1  1],0.7513535370678228
[10  1 12  8  1  1],0.6984258412829841
[5 9 8 6 4 1],0.8130700273557416
[ 0  9 11  9  0  1],0.770280913138056
[ 0  8  0 19  8  0],0.6229198372055516
[10  5 13  7  6  0],0.754426468712183
[ 1  0 17 10  5  1],0.40630283487426344
[11  4  5 16  1  0],0.7177830749259321
[9 5 4 8 3 1],0.7989979418550847
[ 4  8 15 18  6  0],0.6496331496331496
[ 6  7 13 18  3  1],0.7240660812089383
[ 9  6  3 11  2  1],0.7832085689228546
[11  4  6 16  3  0],0.6985665557094128
[ 7  2 15  6  3  0],0.7437838152123866
[ 3  8 19 15  7  0],0.6707850279278851
[ 1  7 20  8  4  0],0.7461388889960319
[ 5  3  6 17  6  1],0.6849294706437563
[ 7  6  7 16  7  0],0.6624934482077339
[ 4  5  6 15  7  0],0.66999766999767
[ 5  9 15 11  7  0],0.7024237024237024
[ 2  5 19 12  2  0],0.7346393774965203
[7 7 8 4 5 0],0.8141429570000998
[ 7  5 19 15  3  1],0.7442122442122443
[ 2  2  1 18  5  0],0.6569962284247999
[ 5  7  5 18  6  1],0.6807121092835379
[ 3  5 16 14  1  0],0.7287090144233002
[11  1 16  9  1  1],0.6956423384994813
[4 7 7 8 1 1],0.8103541674970247
[ 8  7 13 20  0  0],0.6767901767901767
[ 1  3 18  8  7  1],0.749431463717178
[ 6  8 18 10  2  1],0.7910678624964339
[10  9 13  8  8  1],0.7172142172142173
[11  4  0 18  3  0],0.6903533332104761
[ 5  4 10 16  5  1],0.7131414274271417
[ 5  6  8 10  5  1],0.7641457641457641
[4 3 5 1 8 1],0.7952935095792238
[ 2  2  1 10  5  0],0.7036399179256322
[5 9 6 3 1 1],0.8767123052837338
[ 6  9  3 20  6  1],0.673782602354031
[ 5  9 12 11  1  1],0.7861380718523576
[3 7 1 5 8 0],0.7776372776372776
[10  7  2 20  3  0],0.6757103899961043
[11  0 15 16  8  1],0.2692426263854835
[11  2  6  7  4  0],0.7291415862844435
[0 4 8 0 4 1],0.8709972995687281
[ 3  7  9 10  8  0],0.7025651311365597
[3 2 5 7 0 1],0.7585676157104728
[9 8 9 9 4 1],0.7795707795707796
[ 9  5  2 20  7  0],0.6359902074187789
[ 0  3 14  1  3  0],0.8014971586400157
[10  9  6 18  1  0],0.7046447760733475
[4 6 9 3 7 0],0.8104272389986675
[ 1  4  2 13  6  1],0.726281869139012
[ 0  7 18  5  4  1],0.798855227426656
[ 8  3 10  6  4  1],0.8031420888563745
[10  3 14  6  8  1],0.7306476592190878
[10  9  1 12  5  1],0.7480716766431053
[ 0  0 16 19  1  0],0.573939073939074
[ 5  3 17  3  2  0],0.7883527169241455
[ 7  5  3 14  6  0],0.6784947499233214
[ 1  4 19  8  6  1],0.7643568357854073
[ 1  3 17 20  0  1],0.6970756256470543
[ 5  8 17 14  3  1],0.7502817502817503
[ 9  4  2 17  3  0],0.6934246934246935
[ 2  4  5 17  4  0],0.6782833925691069
[1 0 2 0 8 0],0.37189008617580044
[ 7  0 14 10  7  0],0.3808127379555951
[ 8  7  0 16  1  1],0.7535673249958965
[ 5  0  2 17  8  0],0.36439943582800727
[10  2 17 18  2  0],0.6930699073556217
[ 1  4 20  6  5  1],0.7845683559969274
[ 8  0 18 13  8  0],0.3674004388290103
[ 7  6  7 19  1  0],0.6997884855027712
[ 6  7  8 10  4  0],0.7344253058538773
[ 2  6 16  8  6  1],0.773499559213845
[ 9  6 15  8  4  0],0.7539998968570397
[ 2  0 12 12  0  1],0.5619232047803476
[ 6  5 17 20  3  0],0.6781401067115354
[11  5 16 11  6  0],0.7044224187081329
[ 2  4  5 11  4  0],0.7230677944963659
[ 8  7 12  7  4  0],0.7669984812841956
[ 0  6 11  4  2  1],0.844213915642487
[6 6 5 0 0 1],0.8930682502111074
[ 4  2 11 20  1  1],0.7149216434930721
[11  6  0  4  7  0],0.8038560895703752
[4 3 0 1 1 1],0.8879285307856737
[ 2  5 17 17  8  1],0.6452151452151452
[ 7  1 13 10  8  1],0.5392852535709678
[ 6  8 12 18  2  0],0.703639060781918
[ 8  1 12 16  3  1],0.6466395752110038
[ 2  5 16 20  2  0],0.6938566938566939
[ 4  7 15  5  7  0],0.7652817652817653
[ 6  7 12  0  7  1],0.8326381897810469
[ 4  5 11 19  0  0],0.6790051075765362
[10  1  9  9  0  1],0.6880009737152595
[ 1  7 11  7  2  1],0.8162136019278876
[10  2 20  3  4  1],0.7485718914290342
[10  1  9  5  6  1],0.601940101940102
[ 2  3 17  3  7  0],0.7597076168504739
[ 4  8 15 15  6  0],0.6704265275693847
[ 9  2  2 20  4  0],0.6557800129228701
[ 7  4 15 19  1  1],0.7378497378497378
[ 3  9  8 10  6  0],0.7177797892083606
[ 3  4 20 10  1  1],0.7917812917812919
[6 7 9 6 7 1],0.7901409329980759
[ 8  3 12  3  8  1],0.7532897532897533
[6 8 7 8 2 0],0.7729248443534158
[ 5  1 19 18  2  1],0.6679945251373822
[ 0  6 17  6  7  0],0.7472796044224617
[4 9 7 6 4 1],0.8147837433551719
[ 1  2 16 12  3  1],0.7297869440726583
[ 1  7 18  2  0  0],0.78292871150014
[ 0  2 13  3  2  1],0.785997785997786
[ 0  7 13  6  5  0],0.7707120564263421
[ 7  7 11 12  1  1],0.7793521364949936
[3 5 0 1 8 1],0.8647122932837219
[ 2  2 11 15  8  1],0.6237286237286237
[ 2  1 13 11  4  1],0.6304272018557733
[3 9 6 6 3 0],0.7912843627129341
[11  4 19 12  3  0],0.7246382246382246
[5 4 9 5 7 1],0.7972128686414401
[10  7  2 11  4  1],0.7615719044290472
[10  9  2 20  0  1],0.7108542822828536
[10  6 15  6  1  1],0.8248558248558249
[5 1 6 7 7 1],0.5825742968600112
[ 7  2 14 15  5  1],0.6931458360029789
[ 0  9  8 17  7  1],0.6754971754971755
[ 1  4 14 20  4  1],0.6984296984296985
[ 3  5 10  3  1  0],0.8313561884990457
[ 0  2 11 12  7  1],0.6775130346558917
[4 3 6 0 6 0],0.8368534082819797
[1 0 1 1 3 1],0.50563386277672
[3 6 3 1 6 1],0.8931396074253217
[ 1  7 15 18  3  0],0.6863544720687578
[ 2  5 19 17  3  1],0.7287795144938002
[ 2  5 20 10  1  1],0.7922088636374351
[11  7 20  1  0  0],0.7848533562819278
[0 9 0 2 6 1],0.8695672981387268
[ 9  2 18  4  4  0],0.7345731631445918
[ 5  7 15 20  7  0],0.6300639872068443
[ 4  8 14  9  0  1],0.7827099255670684
[ 8  4 20 17  2  1],0.742993742993743
[10  3 13 19  4  1],0.7022852737138452
[11  8 12 18  5  1],0.700284843141986
[ 9  7  0 11  3  1],0.7746412746412746
[ 2  8 20  8  2  0],0.7643536929251216
[1 6 6 9 0 0],0.7439937439937441
[ 3  2 14 14  4  1],0.7015053443624872
[ 0  0 16 15  8  1],0.2738062023776309
[5 7 7 6 5 1],0.8102835245692388
[ 2  8 19  1  1  1],0.832713689856547
[ 8  5 14  9  4  0],0.7431401717116003
[11  8  2  8  2  1],0.8066408780694495
[8 9 9 4 6 1],0.8248503962789677
[10  8 18  2  4  0],0.785571071285357
[ 2  1 17 15  4  0],0.6217123359980503
[ 2  2 18  4  4  0],0.7361431647145933
[ 7  9  8 15  5  0],0.685284828141971
[ 6  1 15  7  0  0],0.6844291130005415
[ 1  0  3 20  4  0],0.4551695980267409
[ 6  7  9 13  2  0],0.7287785144928003
[2 6 9 1 7 0],0.8309971167114025
[6 2 3 7 0 1],0.7574962574962575
[0 3 5 7 1 1],0.8056407342121628
[ 5  5 16  8  6  0],0.742280885138028
[ 9  8 11 17  5  0],0.6717099574242431
[8 3 6 4 1 1],0.8404973404973405
[10  5 19  0  3  0],0.7943561514990086
[ 1  7 11 17  7  1],0.6754961754961755
[10  3  7  7  1  1],0.809354023639738
[ 5  3 13  7  1  1],0.807711664854522
[4 3 4 7 5 1],0.785284499570214
[ 7  4 15  7  1  0],0.7845687845687845
[0 8 2 3 5 0],0.8322818322818323
[ 2  2 10 10  3  1],0.7401398829970258
[ 6  5  6 20  3  1],0.7127074269931413
[ 3  8 10  1  0  0],0.8290704719276147
[ 2  7  4 11  5  0],0.7187121472835758
[ 4  0 20  1  8  0],0.36853829710972563
[ 5  7  2 12  5  0],0.7083499226356369
[ 0  7  9 15  1  0],0.7126373554944984
[ 5  3 10  9  2  0],0.7578530435673293
[ 3  0 19  0  0  1],0.5701409987124273
[10  0 15 17  4  0],0.4570896713753857
[6 4 7 8 2 1],0.8074994503565933
[ 8  1  6 11  0  1],0.6838588267159695
[ 7  3 14 17  7  1],0.6727866013580299
[ 7  0 18 13  5  0],0.44123708409422696
[ 1  8 10  3  1  0],0.8298566869995441
[10  0 19 19  0  1],0.5665002093573522
[0 2 9 1 8 1],0.6945922660208375
[ 1  7 19 15  8  0],0.6627133769990913
[10  9 11  8  4  0],0.7537104679961824
[7 1 7 6 8 1],0.5528534099962672
[11  5 18 14  8  0],0.6696367410653126
[ 0  6 20 18  3  0],0.6817830389258961
[6 2 2 1 4 0],0.7930674359245788
[ 7  1  1 13  8  1],0.5351405351405352
[ 1  2  9 19  4  1],0.6808586808586808
[3 4 0 6 2 0],0.7947820090677233
[ 8  4 12 10  1  1],0.791711648854506
[ 5  0 12 19  4  0],0.464594750309036
[ 1  8 19 10  4  0],0.7324237324237324
[ 1  4  4 14  0  0],0.6995764138621281
[1 0 7 2 0 1],0.5740679312107884
[7 2 1 0 4 0],0.7998566569995141
[ 2  8  0 15  5  0],0.6847108275679704
[ 3  6  9 12  3  1],0.76556762271048
[10  9  8 20  1  1],0.7330656616370902
[ 6  1 19 16  0  0],0.6510752939324368
[ 8  4  1 11  3  0],0.7339970197113055
