paras,rewards
[2 0 2 8 6 1],0.6821862855937086
[ 2  0  6 15  4  0],0.7762428124731713
[11  9 19  2  5  0],0.9163483846877105
[8 2 1 0 8 1],0.8965161634665213
[ 4  9 12  2  7  0],0.9229545997585797
[ 0  7 13 10  5  1],0.8858405074996457
[ 5  3 12  8  8  0],0.8713402959725025
[ 4  1 20  5  8  0],0.8713390030193043
[5 3 3 9 5 0],0.888638975401824
[ 4  1 12  1  6  0],0.9186357481906413
[ 7  4  1 20  3  1],0.874655040086721
[3 0 4 3 5 0],0.7815780545502127
[ 2  8 18  4  4  0],0.915582697803738
[11  6 12 20  0  1],0.9135531491685276
[ 9  1  4 15  1  1],0.9127881087611542
[ 0  5 16 16  8  0],0.8227771031435313
[ 3  8 10  3  4  0],0.9308388990658671
[11  2 18 11  2  1],0.9130394588628838
[ 7  4 19 15  3  1],0.8901625914505797
[ 9  4 13 17  1  0],0.8904152345055074
[10  1 12  9  1  1],0.9257563000437535
[ 1  9 19  3  5  0],0.9122795902683033
[4 1 4 1 5 1],0.9191513779260824
[ 5  9 17  3  2  0],0.9303323200028135
[ 8  5  5 20  2  1],0.8865964972346316
[ 1  8 18 16  0  1],0.9204178255837167
[10  4 12  5  4  0],0.9165971488830436
[ 7  5 20 17  1  1],0.9110112031808717
[ 1  7  7 20  0  1],0.9084686107166167
[3 6 0 3 3 0],0.9420288918149857
[ 6  2  3 12  5  0],0.8718559257079436
[ 6  7 16  9  2  1],0.9211738153187026
[3 0 9 4 1 1],0.8604094110443028
[4 6 8 2 6 1],0.9199131859504602
[ 3  3  0 18  5  1],0.8535544317781003
[0 6 3 5 6 0],0.9089687250136795
[ 7  4 13 13  6  0],0.8591403774802722
[ 0  1 20  3  1  0],0.9247379701048533
[ 8  2 15 18  5  0],0.8413389978474914
[10  6  7 16  5  1],0.8578700509630433
[ 8  4 20  4  5  0],0.9043965839142141
[6 4 4 2 7 0],0.9361786664791023
[11  3  1 11  5  0],0.8774496291293046
[ 3  1  3 16  6  0],0.843623775444026
[ 1  7 10 10  7  0],0.865749824934137
[ 0  1 18 16  0  0],0.8980443048514707
[ 8  1 18 17  3  1],0.8827881035893415
[ 6  7  6 13  3  0],0.8812651340171849
[ 5  4 12 18  4  0],0.845657202938831
[ 2  5 18 15  0  1],0.9209256975999686
[10  0 14  4  2  1],0.8098153766269229
[ 0  3 11  0  6  0],0.9405078616726263
[ 4  2 14 20  1  1],0.9010921834255812
[ 4  3 18  3  6  0],0.906683947417145
[ 7  6 11 14  7  0],0.8433724253422964
[10  4 12 15  2  0],0.8820256490883646
[ 1  4  8 13  5  0],0.8649931887225519
[ 5  4 15  0  3  0],0.9453365246866141
[ 2  0 19 12  4  0],0.7820936842856536
[ 6  0 13 19  1  1],0.8492142464823915
[ 1  6 14 14  4  1],0.8777035651374305
[ 8  6 10 10  7  0],0.8680365419604688
[ 0  0 16  8  4  1],0.7289706334126
[ 4  7  5 11  5  1],0.8774509220825029
[ 4  4 10 19  4  1],0.8629623471341433
[ 3  9 11 11  8  0],0.8543058961768926
[ 2  3 11 11  8  1],0.7714096241229899
[ 6  3 18 18  7  0],0.8118313492535523
[10  5 11  1  4  0],0.939742821265253
[ 0  9  7 13  8  0],0.8311757392330615
[ 2  9 15 20  1  0],0.8817704201270404
[ 6  4  7 17  2  0],0.8726183802089205
[ 3  7 14 13  0  1],0.9260102360518795
[4 3 9 7 8 0],0.8825341675812156
[ 8  7 12  3  3  0],0.9328703871308748
[ 2  7 17  3  8  0],0.8995633955640328
[ 8  2  4 17  1  1],0.908718021388549
[ 1  5 11 10  0  1],0.9275338521006352
[ 0  0 19  6  0  1],0.879727295483249
[10  7  7 15  4  1],0.8759279525103463
[0 5 1 0 0 1],0.9776213074549613
[ 8  6 19 11  6  1],0.8634656938142016
[ 3  9  9 12  1  0],0.908463438903824
[ 6  0  4 11  3  0],0.8133640159746953
[9 8 6 8 4 1],0.9071885870504014
[ 0  0  0 20  0  1],0.8756675517362293
[10  3 12  1  8  0],0.9237202866425522
[ 2  0  6 15  0  1],0.8891423220818822
[ 5  8 12  8  8  1],0.8006555789896139
[ 4  0 16 12  6  1],0.6834656627833249
[ 4  4  9 16  0  1],0.9186389805736368
[ 9  6  7 19  0  1],0.915843098577855
[ 7  0 12  6  1  1],0.8611744514516761
[ 1  1 11  3  8  0],0.8985502374379253
[ 4  3 11  5  4  1],0.9252445491679071
[ 9  1 12 14  8  0],0.8296353147927293
[ 9  2  7 10  1  1],0.9285521820395355
[5 8 7 9 6 1],0.8703348955655843
[2 3 4 3 8 0],0.9267668722634645
[11  3  0  6  2  0],0.9247379701048533
[ 6  0  4 11  3  1],0.7805674823305015
[7 3 5 5 5 1],0.9171056673758946
[ 9  8 10  6  8  1],0.8347301968702258
[ 9  7 16 16  5  1],0.8599047714110464
[10  0 18 13  5  0],0.7691235535732572
[ 4  9 18 20  3  0],0.8494830514522967
[3 1 9 2 0 1],0.9450800027720916
[ 5  1 10 14  3  1],0.8911796284362817
[ 0  1 15  7  1  1],0.9265148756851359
[6 0 2 2 6 0],0.7749737789091407
[ 0  9  9 16  5  0],0.8385573383368898
[ 7  9  2 14  5  0],0.8649854310033627
[4 9 3 8 1 0],0.9229617110011699
[ 6  0 13  9  0  1],0.8888812748311661
[ 6  6  1 16  8  1],0.7577041909267785
[11  7  0  8  0  1],0.9394856528741315
[ 4  6  5 14  5  0],0.8675280234676177
[ 9  6  1 12  2  1],0.9097344118976519
[11  1 12  4  1  0],0.9308401920190654
[ 7  7  0 18  7  1],0.7823592568725635
[ 7  6 14 12  2  0],0.8972818503504938
[2 5 6 0 3 0],0.9598302714477662
[ 7  4  5 12  5  1],0.8736373566244198
[1 2 9 8 5 0],0.892954594586767
[ 7  6 17  8  2  1],0.9224506066019225
[ 6  7 10  4  1  0],0.9399928784137843
[ 4  6 18 20  1  1],0.9043978768674124
[ 3  8  7 20  3  0],0.8517684755254303
[ 6  3  4 13  2  0],0.8937209279473386
[8 9 5 9 1 0],0.9211822195144909
[ 3  6  3 13  6  0],0.8604055321847082
[4 3 9 1 5 1],0.9389790738110778
[ 6  5 13  3  0  1],0.9494033796762238
[ 4  4  1 20  8  1],0.7353254983817398
[1 4 7 5 3 1],0.9366878314485523
[ 4  4  1 14  5  0],0.8586318589874211
[ 8  3 13  7  3  0],0.9138064387000545
[ 8  8  9 19  3  0],0.8548189400059373
[ 9  4  2 12  3  0],0.887368002407996
[10  0 14 10  6  0],0.7558969009463383
[ 6  9  7 18  6  1],0.8207578981339065
[10  7  9 19  2  0],0.8677826059523428
[ 0  1  8 18  2  0],0.8624480103519006
[ 4  4 10 15  5  1],0.8637202762989267
[ 0  0 15 10  5  1],0.6910585304397385
